ProvincePCode,DistrictPCode,LocalAuthority,DistrictType,WardPCode,WardNumber
16,1602,Bulilima RDC,Rural District,160205,5
16,1602,Bulilima RDC,Rural District,160206,6
16,1602,Bulilima RDC,Rural District,160207,7
16,1602,Bulilima RDC,Rural District,160208,8
16,1602,Bulilima RDC,Rural District,160209,9
16,1602,Bulilima RDC,Rural District,160210,10
16,1602,Bulilima RDC,Rural District,160211,11
16,1602,Bulilima RDC,Rural District,160212,12
16,1602,Bulilima RDC,Rural District,160213,13
16,1602,Bulilima RDC,Rural District,160214,14
16,1602,Bulilima RDC,Rural District,160215,15
16,1602,Bulilima RDC,Rural District,160216,16
16,1602,Bulilima RDC,Rural District,160217,17
16,1602,Bulilima RDC,Rural District,160218,18
16,1602,Bulilima RDC,Rural District,160219,19
16,1602,Bulilima RDC,Rural District,160220,20
16,1602,Bulilima RDC,Rural District,160221,21
16,1602,Bulilima RDC,Rural District,160222,22
16,1603,Mangwe RDC,Rural District,160301,1
16,1603,Mangwe RDC,Rural District,160302,2
16,1603,Mangwe RDC,Rural District,160303,3
16,1603,Mangwe RDC,Rural District,160304,4
16,1603,Mangwe RDC,Rural District,160305,5
16,1603,Mangwe RDC,Rural District,160306,6
16,1603,Mangwe RDC,Rural District,160307,7
16,1603,Mangwe RDC,Rural District,160308,8
16,1603,Mangwe RDC,Rural District,160309,9
16,1603,Mangwe RDC,Rural District,160310,10
16,1603,Mangwe RDC,Rural District,160311,11
16,1603,Mangwe RDC,Rural District,160312,12
16,1603,Mangwe RDC,Rural District,160313,13
16,1603,Mangwe RDC,Rural District,160314,14
16,1603,Mangwe RDC,Rural District,160315,15
16,1603,Mangwe RDC,Rural District,160316,16
16,1603,Mangwe RDC,Rural District,160317,17
16,1604,Gwanda RDC,Rural District,160401,1
16,1604,Gwanda RDC,Rural District,160402,2
16,1604,Gwanda RDC,Rural District,160403,3
16,1604,Gwanda RDC,Rural District,160404,4
16,1604,Gwanda RDC,Rural District,160405,5
16,1604,Gwanda RDC,Rural District,160406,6
16,1604,Gwanda RDC,Rural District,160407,7
16,1604,Gwanda RDC,Rural District,160408,8
16,1604,Gwanda RDC,Rural District,160409,9
16,1604,Gwanda RDC,Rural District,160410,10
16,1604,Gwanda RDC,Rural District,160411,11
16,1604,Gwanda RDC,Rural District,160412,12
16,1604,Gwanda RDC,Rural District,160413,13
16,1604,Gwanda RDC,Rural District,160414,14
16,1604,Gwanda RDC,Rural District,160415,15
16,1604,Gwanda RDC,Rural District,160416,16
16,1604,Gwanda RDC,Rural District,160417,17
16,1604,Gwanda RDC,Rural District,160418,18
16,1604,Gwanda RDC,Rural District,160419,19
16,1604,Gwanda RDC,Rural District,160420,20
16,1604,Gwanda RDC,Rural District,160421,21
16,1604,Gwanda RDC,Rural District,160422,22
16,1604,Gwanda RDC,Rural District,160423,23
16,1604,Gwanda RDC,Rural District,160424,24
16,1605,Insiza RDC,Rural District,160501,1
16,1605,Insiza RDC,Rural District,160502,2
16,1605,Insiza RDC,Rural District,160503,3
16,1605,Insiza RDC,Rural District,160504,4
16,1605,Insiza RDC,Rural District,160505,5
16,1605,Insiza RDC,Rural District,160506,6
16,1605,Insiza RDC,Rural District,160507,7
16,1605,Insiza RDC,Rural District,160508,8
16,1605,Insiza RDC,Rural District,160509,9
16,1605,Insiza RDC,Rural District,160510,10
16,1605,Insiza RDC,Rural District,160511,11
16,1605,Insiza RDC,Rural District,160512,12
16,1605,Insiza RDC,Rural District,160513,13
16,1605,Insiza RDC,Rural District,160514,14
16,1605,Insiza RDC,Rural District,160515,15
16,1605,Insiza RDC,Rural District,160516,16
16,1605,Insiza RDC,Rural District,160517,17
16,1605,Insiza RDC,Rural District,160518,18
16,1605,Insiza RDC,Rural District,160519,19
16,1605,Insiza RDC,Rural District,160520,20
16,1605,Insiza RDC,Rural District,160521,21
16,1605,Insiza RDC,Rural District,160522,22
16,1605,Insiza RDC,Rural District,160523,23
16,1606,Matobo RDC,Rural District,160601,1
16,1606,Matobo RDC,Rural District,160602,2
16,1606,Matobo RDC,Rural District,160603,3
16,1606,Matobo RDC,Rural District,160604,4
16,1606,Matobo RDC,Rural District,160605,5
16,1606,Matobo RDC,Rural District,160606,6
16,1606,Matobo RDC,Rural District,160607,7
16,1606,Matobo RDC,Rural District,160608,8
16,1606,Matobo RDC,Rural District,160609,9
16,1606,Matobo RDC,Rural District,160610,10
16,1606,Matobo RDC,Rural District,160611,11
16,1606,Matobo RDC,Rural District,160612,12
16,1606,Matobo RDC,Rural District,160613,13
16,1606,Matobo RDC,Rural District,160614,14
16,1606,Matobo RDC,Rural District,160615,15
16,1606,Matobo RDC,Rural District,160616,16
16,1606,Matobo RDC,Rural District,160617,17
16,1606,Matobo RDC,Rural District,160618,18
16,1606,Matobo RDC,Rural District,160619,19
16,1606,Matobo RDC,Rural District,160620,20
16,1606,Matobo RDC,Rural District,160621,21
16,1606,Matobo RDC,Rural District,160622,22
16,1606,Matobo RDC,Rural District,160623,23
16,1606,Matobo RDC,Rural District,160624,24
16,1606,Matobo RDC,Rural District,160625,25
16,1607,Umzingwane RDC,Rural District,160701,1
16,1607,Umzingwane RDC,Rural District,160702,2
16,1607,Umzingwane RDC,Rural District,160703,3
16,1607,Umzingwane RDC,Rural District,160704,4
16,1607,Umzingwane RDC,Rural District,160705,5
16,1607,Umzingwane RDC,Rural District,160706,6
16,1607,Umzingwane RDC,Rural District,160707,7
16,1607,Umzingwane RDC,Rural District,160708,8
16,1607,Umzingwane RDC,Rural District,160709,9
16,1607,Umzingwane RDC,Rural District,160710,10
16,1607,Umzingwane RDC,Rural District,160711,11
16,1607,Umzingwane RDC,Rural District,160712,12
16,1607,Umzingwane RDC,Rural District,160713,13
16,1607,Umzingwane RDC,Rural District,160714,14
16,1607,Umzingwane RDC,Rural District,160715,15
16,1607,Umzingwane RDC,Rural District,160716,16
16,1607,Umzingwane RDC,Rural District,160717,17
16,1607,Umzingwane RDC,Rural District,160718,18
16,1607,Umzingwane RDC,Rural District,160719,19
16,1607,Umzingwane RDC,Rural District,160720,20
16,1621,Gwanda Municipality,Urban District,162101,1
16,1621,Gwanda Municipality,Urban District,162102,2
16,1621,Gwanda Municipality,Urban District,162103,3
16,1621,Gwanda Municipality,Urban District,162104,4
16,1621,Gwanda Municipality,Urban District,162105,5
16,1621,Gwanda Municipality,Urban District,162106,6
16,1621,Gwanda Municipality,Urban District,162107,7
16,1621,Gwanda Municipality,Urban District,162108,8
16,1621,Gwanda Municipality,Urban District,162109,9
16,1621,Gwanda Municipality,Urban District,162110,10
16,1622,Beitbridge Town Council,Urban District,162201,1
16,1622,Beitbridge Town Council,Urban District,162202,2
16,1622,Beitbridge Town Council,Urban District,162203,3
16,1622,Beitbridge Town Council,Urban District,162204,4
16,1622,Beitbridge Town Council,Urban District,162205,5
16,1622,Beitbridge Town Council,Urban District,162206,6
16,1623,Plumtree Town Council,Urban District,162301,1
16,1623,Plumtree Town Council,Urban District,162302,2
16,1623,Plumtree Town Council,Urban District,162303,3
16,1623,Plumtree Town Council,Urban District,162304,4
16,1623,Plumtree Town Council,Urban District,162305,5
16,1623,Plumtree Town Council,Urban District,162306,6
17,1701,Takawira RDC,Rural District,170101,1
17,1701,Takawira RDC,Rural District,170102,2
17,1701,Takawira RDC,Rural District,170103,3
17,1701,Takawira RDC,Rural District,170104,4
17,1701,Takawira RDC,Rural District,170105,5
17,1701,Takawira RDC,Rural District,170106,6
17,1701,Takawira RDC,Rural District,170107,7
17,1701,Takawira RDC,Rural District,170108,8
17,1701,Takawira RDC,Rural District,170109,9
17,1701,Takawira RDC,Rural District,170110,10
17,1701,Takawira RDC,Rural District,170111,11
17,1701,Takawira RDC,Rural District,170112,12
17,1701,Takawira RDC,Rural District,170113,13
17,1701,Takawira RDC,Rural District,170114,14
17,1701,Takawira RDC,Rural District,170115,15
17,1701,Takawira RDC,Rural District,170116,16
17,1701,Takawira RDC,Rural District,170117,17
17,1701,Takawira RDC,Rural District,170118,18
17,1701,Takawira RDC,Rural District,170119,19
17,1701,Takawira RDC,Rural District,170120,20
17,1701,Takawira RDC,Rural District,170121,21
17,1701,Takawira RDC,Rural District,170122,22
17,1701,Takawira RDC,Rural District,170123,23
17,1701,Takawira RDC,Rural District,170124,24
17,1701,Takawira RDC,Rural District,170125,25
17,1702,Gokwe North RDC,Rural District,170201,1
17,1702,Gokwe North RDC,Rural District,170202,2
17,1702,Gokwe North RDC,Rural District,170203,3
17,1702,Gokwe North RDC,Rural District,170204,4
17,1702,Gokwe North RDC,Rural District,170205,5
17,1702,Gokwe North RDC,Rural District,170206,6
17,1702,Gokwe North RDC,Rural District,170207,7
17,1702,Gokwe North RDC,Rural District,170208,8
17,1702,Gokwe North RDC,Rural District,170209,9
17,1702,Gokwe North RDC,Rural District,170210,10
17,1702,Gokwe North RDC,Rural District,170211,11
17,1702,Gokwe North RDC,Rural District,170212,12
17,1702,Gokwe North RDC,Rural District,170213,13
17,1702,Gokwe North RDC,Rural District,170214,14
17,1702,Gokwe North RDC,Rural District,170215,15
17,1702,Gokwe North RDC,Rural District,170216,16
17,1702,Gokwe North RDC,Rural District,170217,17
17,1702,Gokwe North RDC,Rural District,170218,18
17,1702,Gokwe North RDC,Rural District,170219,19
17,1702,Gokwe North RDC,Rural District,170220,20
17,1702,Gokwe North RDC,Rural District,170221,21
17,1702,Gokwe North RDC,Rural District,170222,22
17,1702,Gokwe North RDC,Rural District,170223,23
17,1702,Gokwe North RDC,Rural District,170224,24
17,1702,Gokwe North RDC,Rural District,170225,25
17,1702,Gokwe North RDC,Rural District,170226,26
17,1702,Gokwe North RDC,Rural District,170227,27
17,1702,Gokwe North RDC,Rural District,170228,28
17,1702,Gokwe North RDC,Rural District,170229,29
17,1702,Gokwe North RDC,Rural District,170230,30
17,1702,Gokwe North RDC,Rural District,170231,31
17,1702,Gokwe North RDC,Rural District,170232,32
17,1702,Gokwe North RDC,Rural District,170233,33
17,1702,Gokwe North RDC,Rural District,170234,34
17,1702,Gokwe North RDC,Rural District,170235,35
17,1702,Gokwe North RDC,Rural District,170236,36
17,1703,Gokwe South RDC,Rural District,170301,1
17,1703,Gokwe South RDC,Rural District,170302,2
17,1703,Gokwe South RDC,Rural District,170303,3
17,1703,Gokwe South RDC,Rural District,170304,4
17,1703,Gokwe South RDC,Rural District,170305,5
17,1703,Gokwe South RDC,Rural District,170306,6
17,1703,Gokwe South RDC,Rural District,170307,7
17,1703,Gokwe South RDC,Rural District,170308,8
17,1703,Gokwe South RDC,Rural District,170309,9
17,1703,Gokwe South RDC,Rural District,170310,10
17,1703,Gokwe South RDC,Rural District,170311,11
17,1703,Gokwe South RDC,Rural District,170312,12
17,1703,Gokwe South RDC,Rural District,170313,13
17,1703,Gokwe South RDC,Rural District,170314,14
17,1703,Gokwe South RDC,Rural District,170315,15
17,1703,Gokwe South RDC,Rural District,170316,16
17,1703,Gokwe South RDC,Rural District,170317,17
17,1703,Gokwe South RDC,Rural District,170318,18
17,1703,Gokwe South RDC,Rural District,170319,19
17,1703,Gokwe South RDC,Rural District,170320,20
17,1703,Gokwe South RDC,Rural District,170321,21
17,1703,Gokwe South RDC,Rural District,170322,22
17,1703,Gokwe South RDC,Rural District,170323,23
17,1703,Gokwe South RDC,Rural District,170324,24
17,1703,Gokwe South RDC,Rural District,170325,25
17,1703,Gokwe South RDC,Rural District,170326,26
17,1703,Gokwe South RDC,Rural District,170327,27
17,1703,Gokwe South RDC,Rural District,170328,28
17,1703,Gokwe South RDC,Rural District,170329,29
17,1703,Gokwe South RDC,Rural District,170330,30
17,1703,Gokwe South RDC,Rural District,170331,31
17,1703,Gokwe South RDC,Rural District,170332,32
17,1703,Gokwe South RDC,Rural District,170333,33
17,1704,Vungu RDC,Rural District,170401,1
17,1704,Vungu RDC,Rural District,170402,2
17,1704,Vungu RDC,Rural District,170403,3
17,1704,Vungu RDC,Rural District,170404,4
17,1704,Vungu RDC,Rural District,170405,5
17,1704,Vungu RDC,Rural District,170406,6
17,1704,Vungu RDC,Rural District,170407,7
17,1704,Vungu RDC,Rural District,170408,8
17,1704,Vungu RDC,Rural District,170409,9
17,1704,Vungu RDC,Rural District,170410,10
17,1704,Vungu RDC,Rural District,170411,11
17,1704,Vungu RDC,Rural District,170412,12
17,1704,Vungu RDC,Rural District,170413,13
17,1704,Vungu RDC,Rural District,170414,14
17,1704,Vungu RDC,Rural District,170415,15
17,1704,Vungu RDC,Rural District,170416,16
17,1704,Vungu RDC,Rural District,170417,17
17,1704,Vungu RDC,Rural District,170418,18
17,1704,Vungu RDC,Rural District,170419,19
17,1705,Zibagwe RDC,Rural District,170501,1
17,1705,Zibagwe RDC,Rural District,170502,2
17,1705,Zibagwe RDC,Rural District,170503,3
17,1705,Zibagwe RDC,Rural District,170504,4
17,1705,Zibagwe RDC,Rural District,170505,5
17,1705,Zibagwe RDC,Rural District,170506,6
17,1705,Zibagwe RDC,Rural District,170507,7
17,1705,Zibagwe RDC,Rural District,170508,8
17,1705,Zibagwe RDC,Rural District,170509,9
17,1705,Zibagwe RDC,Rural District,170510,10
17,1705,Zibagwe RDC,Rural District,170511,11
17,1705,Zibagwe RDC,Rural District,170512,12
17,1705,Zibagwe RDC,Rural District,170513,13
17,1705,Zibagwe RDC,Rural District,170514,14
17,1705,Zibagwe RDC,Rural District,170515,15
17,1705,Zibagwe RDC,Rural District,170516,16
17,1705,Zibagwe RDC,Rural District,170517,17
17,1705,Zibagwe RDC,Rural District,170518,18
17,1705,Zibagwe RDC,Rural District,170519,19
17,1705,Zibagwe RDC,Rural District,170520,20
17,1705,Zibagwe RDC,Rural District,170521,21
17,1705,Zibagwe RDC,Rural District,170522,22
17,1705,Zibagwe RDC,Rural District,170523,23
17,1705,Zibagwe RDC,Rural District,170524,24
17,1705,Zibagwe RDC,Rural District,170525,25
17,1705,Zibagwe RDC,Rural District,170526,26
17,1705,Zibagwe RDC,Rural District,170527,27
17,1705,Zibagwe RDC,Rural District,170528,28
17,1705,Zibagwe RDC,Rural District,170529,29
17,1705,Zibagwe RDC,Rural District,170530,30
17,1705,Zibagwe RDC,Rural District,170531,31
17,1705,Zibagwe RDC,Rural District,170532,32
17,1705,Zibagwe RDC,Rural District,170533,33
17,1706,Mberengwa RDC,Rural District,170601,1
17,1706,Mberengwa RDC,Rural District,170602,2
17,1706,Mberengwa RDC,Rural District,170603,3
17,1706,Mberengwa RDC,Rural District,170604,4
17,1706,Mberengwa RDC,Rural District,170605,5
17,1706,Mberengwa RDC,Rural District,170606,6
17,1706,Mberengwa RDC,Rural District,170607,7
17,1706,Mberengwa RDC,Rural District,170608,8
17,1706,Mberengwa RDC,Rural District,170609,9
17,1706,Mberengwa RDC,Rural District,170610,10
17,1706,Mberengwa RDC,Rural District,170611,11
17,1706,Mberengwa RDC,Rural District,170612,12
17,1706,Mberengwa RDC,Rural District,170613,13
17,1706,Mberengwa RDC,Rural District,170614,14
17,1706,Mberengwa RDC,Rural District,170615,15
17,1706,Mberengwa RDC,Rural District,170616,16
17,1706,Mberengwa RDC,Rural District,170617,17
17,1706,Mberengwa RDC,Rural District,170618,18
17,1706,Mberengwa RDC,Rural District,170619,19
17,1706,Mberengwa RDC,Rural District,170620,20
17,1706,Mberengwa RDC,Rural District,170621,21
17,1706,Mberengwa RDC,Rural District,170622,22
17,1706,Mberengwa RDC,Rural District,170623,23
17,1706,Mberengwa RDC,Rural District,170624,24
17,1706,Mberengwa RDC,Rural District,170625,25
17,1706,Mberengwa RDC,Rural District,170626,26
17,1706,Mberengwa RDC,Rural District,170627,27
17,1706,Mberengwa RDC,Rural District,170628,28
17,1706,Mberengwa RDC,Rural District,170629,29
17,1706,Mberengwa RDC,Rural District,170630,30
17,1706,Mberengwa RDC,Rural District,170631,31
17,1706,Mberengwa RDC,Rural District,170632,32
17,1706,Mberengwa RDC,Rural District,170633,33
17,1706,Mberengwa RDC,Rural District,170634,34
17,1706,Mberengwa RDC,Rural District,170635,35
17,1706,Mberengwa RDC,Rural District,170636,36
17,1706,Mberengwa RDC,Rural District,170637,37
17,1707,Tongogara RDC,Rural District,170701,1
17,1707,Tongogara RDC,Rural District,170702,2
17,1707,Tongogara RDC,Rural District,170703,3
17,1707,Tongogara RDC,Rural District,170704,4
17,1707,Tongogara RDC,Rural District,170705,5
17,1707,Tongogara RDC,Rural District,170706,6
17,1707,Tongogara RDC,Rural District,170707,7
17,1707,Tongogara RDC,Rural District,170708,8
17,1707,Tongogara RDC,Rural District,170709,9
17,1707,Tongogara RDC,Rural District,170710,10
17,1707,Tongogara RDC,Rural District,170711,11
17,1707,Tongogara RDC,Rural District,170712,12
17,1707,Tongogara RDC,Rural District,170713,13
17,1707,Tongogara RDC,Rural District,170714,14
17,1707,Tongogara RDC,Rural District,170715,15
17,1707,Tongogara RDC,Rural District,170716,16
17,1707,Tongogara RDC,Rural District,170717,17
17,1707,Tongogara RDC,Rural District,170718,18
17,1707,Tongogara RDC,Rural District,170719,19
17,1707,Tongogara RDC,Rural District,170720,20
17,1707,Tongogara RDC,Rural District,170721,21
17,1707,Tongogara RDC,Rural District,170722,22
17,1707,Tongogara RDC,Rural District,170723,23
17,1707,Tongogara RDC,Rural District,170724,24
17,1708,Runde RDC,Rural District,170801,1
17,1708,Runde RDC,Rural District,170802,2
17,1708,Runde RDC,Rural District,170803,3
17,1708,Runde RDC,Rural District,170804,4
17,1708,Runde RDC,Rural District,170805,5
17,1708,Runde RDC,Rural District,170806,6
17,1708,Runde RDC,Rural District,170807,7
17,1708,Runde RDC,Rural District,170808,8
17,1708,Runde RDC,Rural District,170809,9
17,1708,Runde RDC,Rural District,170810,10
17,1708,Runde RDC,Rural District,170811,11
17,1708,Runde RDC,Rural District,170812,12
17,1708,Runde RDC,Rural District,170813,13
17,1708,Runde RDC,Rural District,170814,14
17,1708,Runde RDC,Rural District,170815,15
17,1708,Runde RDC,Rural District,170816,16
17,1708,Runde RDC,Rural District,170817,17
17,1708,Runde RDC,Rural District,170818,18
17,1708,Runde RDC,Rural District,170819,19
17,1721,Gweru City Council,Urban District,172101,1
17,1721,Gweru City Council,Urban District,172102,2
17,1721,Gweru City Council,Urban District,172103,3
17,1721,Gweru City Council,Urban District,172104,4
17,1721,Gweru City Council,Urban District,172105,5
17,1721,Gweru City Council,Urban District,172106,6
17,1721,Gweru City Council,Urban District,172107,7
17,1721,Gweru City Council,Urban District,172108,8
17,1721,Gweru City Council,Urban District,172109,9
17,1721,Gweru City Council,Urban District,172110,10
17,1721,Gweru City Council,Urban District,172111,11
17,1721,Gweru City Council,Urban District,172112,12
17,1721,Gweru City Council,Urban District,172113,13
17,1721,Gweru City Council,Urban District,172114,14
17,1721,Gweru City Council,Urban District,172115,15
17,1721,Gweru City Council,Urban District,172116,16
17,1721,Gweru City Council,Urban District,172117,17
17,1721,Gweru City Council,Urban District,172118,18
17,1722,Kwekwe City Council,Urban District,172201,1
17,1722,Kwekwe City Council,Urban District,172202,2
17,1722,Kwekwe City Council,Urban District,172203,3
17,1722,Kwekwe City Council,Urban District,172204,4
17,1722,Kwekwe City Council,Urban District,172205,5
17,1722,Kwekwe City Council,Urban District,172206,6
17,1722,Kwekwe City Council,Urban District,172207,7
17,1722,Kwekwe City Council,Urban District,172208,8
17,1722,Kwekwe City Council,Urban District,172209,9
17,1722,Kwekwe City Council,Urban District,172210,10
17,1722,Kwekwe City Council,Urban District,172211,11
17,1722,Kwekwe City Council,Urban District,172212,12
17,1722,Kwekwe City Council,Urban District,172213,13
17,1722,Kwekwe City Council,Urban District,172214,14
17,1723,Redcliff Municipality,Urban District,172301,1
17,1723,Redcliff Municipality,Urban District,172302,2
17,1723,Redcliff Municipality,Urban District,172303,3
17,1723,Redcliff Municipality,Urban District,172304,4
17,1723,Redcliff Municipality,Urban District,172305,5
17,1723,Redcliff Municipality,Urban District,172306,6
17,1723,Redcliff Municipality,Urban District,172307,7
17,1723,Redcliff Municipality,Urban District,172308,8
17,1723,Redcliff Municipality,Urban District,172309,9
17,1725,Zvishavane Town Council,Urban District,172501,1
17,1725,Zvishavane Town Council,Urban District,172502,2
17,1725,Zvishavane Town Council,Urban District,172503,3
17,1725,Zvishavane Town Council,Urban District,172504,4
17,1725,Zvishavane Town Council,Urban District,172505,5
17,1725,Zvishavane Town Council,Urban District,172506,6
17,1725,Zvishavane Town Council,Urban District,172507,7
17,1725,Zvishavane Town Council,Urban District,172508,8
17,1725,Zvishavane Town Council,Urban District,172509,9
17,1725,Zvishavane Town Council,Urban District,172510,10
17,1728,Shurugwi Town Council,Urban District,172801,1
17,1728,Shurugwi Town Council,Urban District,172802,2
17,1728,Shurugwi Town Council,Urban District,172803,3
17,1728,Shurugwi Town Council,Urban District,172804,4
17,1728,Shurugwi Town Council,Urban District,172805,5
17,1728,Shurugwi Town Council,Urban District,172806,6
17,1728,Shurugwi Town Council,Urban District,172807,7
17,1728,Shurugwi Town Council,Urban District,172808,8
17,1728,Shurugwi Town Council,Urban District,172809,9
17,1728,Shurugwi Town Council,Urban District,172810,10
17,1728,Shurugwi Town Council,Urban District,172811,11
17,1728,Shurugwi Town Council,Urban District,172812,12
17,1728,Shurugwi Town Council,Urban District,172813,13
17,1729,Gokwe Town Council,Urban District,172901,1
17,1729,Gokwe Town Council,Urban District,172902,2
17,1729,Gokwe Town Council,Urban District,172903,3
17,1729,Gokwe Town Council,Urban District,172904,4
17,1729,Gokwe Town Council,Urban District,172905,5
17,1729,Gokwe Town Council,Urban District,172906,6
18,1801,Bikita RDC,Rural District,180101,1
18,1801,Bikita RDC,Rural District,180102,2
18,1801,Bikita RDC,Rural District,180103,3
18,1801,Bikita RDC,Rural District,180104,4
18,1801,Bikita RDC,Rural District,180105,5
18,1801,Bikita RDC,Rural District,180106,6
18,1801,Bikita RDC,Rural District,180107,7
18,1801,Bikita RDC,Rural District,180108,8
18,1801,Bikita RDC,Rural District,180109,9
18,1801,Bikita RDC,Rural District,180110,10
18,1801,Bikita RDC,Rural District,180111,11
18,1801,Bikita RDC,Rural District,180112,12
18,1801,Bikita RDC,Rural District,180113,13
18,1801,Bikita RDC,Rural District,180114,14
18,1801,Bikita RDC,Rural District,180115,15
18,1801,Bikita RDC,Rural District,180116,16
18,1801,Bikita RDC,Rural District,180117,17
18,1801,Bikita RDC,Rural District,180118,18
18,1801,Bikita RDC,Rural District,180119,19
18,1801,Bikita RDC,Rural District,180120,20
18,1801,Bikita RDC,Rural District,180121,21
18,1801,Bikita RDC,Rural District,180122,22
18,1801,Bikita RDC,Rural District,180123,23
18,1801,Bikita RDC,Rural District,180124,24
18,1801,Bikita RDC,Rural District,180125,25
18,1801,Bikita RDC,Rural District,180126,26
18,1801,Bikita RDC,Rural District,180127,27
18,1801,Bikita RDC,Rural District,180128,28
18,1801,Bikita RDC,Rural District,180129,29
18,1801,Bikita RDC,Rural District,180130,30
18,1801,Bikita RDC,Rural District,180131,31
18,1801,Bikita RDC,Rural District,180132,32
18,1802,Chiredzi RDC,Rural District,180201,1
18,1802,Chiredzi RDC,Rural District,180202,2
18,1802,Chiredzi RDC,Rural District,180203,3
18,1802,Chiredzi RDC,Rural District,180204,4
18,1802,Chiredzi RDC,Rural District,180205,5
18,1802,Chiredzi RDC,Rural District,180206,6
18,1802,Chiredzi RDC,Rural District,180207,7
18,1802,Chiredzi RDC,Rural District,180208,8
18,1802,Chiredzi RDC,Rural District,180209,9
18,1802,Chiredzi RDC,Rural District,180210,10
18,1802,Chiredzi RDC,Rural District,180211,11
18,1802,Chiredzi RDC,Rural District,180212,12
18,1802,Chiredzi RDC,Rural District,180213,13
18,1802,Chiredzi RDC,Rural District,180214,14
18,1802,Chiredzi RDC,Rural District,180215,15
18,1802,Chiredzi RDC,Rural District,180216,16
18,1802,Chiredzi RDC,Rural District,180217,17
18,1802,Chiredzi RDC,Rural District,180218,18
18,1802,Chiredzi RDC,Rural District,180219,19
18,1802,Chiredzi RDC,Rural District,180220,20
18,1802,Chiredzi RDC,Rural District,180221,21
18,1802,Chiredzi RDC,Rural District,180222,22
18,1802,Chiredzi RDC,Rural District,180223,23
18,1802,Chiredzi RDC,Rural District,180224,24
18,1802,Chiredzi RDC,Rural District,180225,25
18,1802,Chiredzi RDC,Rural District,180226,26
18,1802,Chiredzi RDC,Rural District,180227,27
18,1802,Chiredzi RDC,Rural District,180228,28
18,1802,Chiredzi RDC,Rural District,180229,29
18,1802,Chiredzi RDC,Rural District,180230,30
18,1802,Chiredzi RDC,Rural District,180231,31
18,1802,Chiredzi RDC,Rural District,180232,32
18,1803,Chivi RDC,Rural District,180301,1
18,1803,Chivi RDC,Rural District,180302,2
18,1803,Chivi RDC,Rural District,180303,3
18,1803,Chivi RDC,Rural District,180304,4
18,1803,Chivi RDC,Rural District,180305,5
18,1803,Chivi RDC,Rural District,180306,6
18,1803,Chivi RDC,Rural District,180307,7
18,1803,Chivi RDC,Rural District,180308,8
18,1803,Chivi RDC,Rural District,180309,9
18,1803,Chivi RDC,Rural District,180310,10
18,1803,Chivi RDC,Rural District,180311,11
18,1803,Chivi RDC,Rural District,180312,12
18,1803,Chivi RDC,Rural District,180313,13
18,1803,Chivi RDC,Rural District,180314,14
18,1803,Chivi RDC,Rural District,180315,15
18,1803,Chivi RDC,Rural District,180316,16
18,1803,Chivi RDC,Rural District,180317,17
18,1803,Chivi RDC,Rural District,180318,18
18,1803,Chivi RDC,Rural District,180319,19
18,1803,Chivi RDC,Rural District,180320,20
18,1803,Chivi RDC,Rural District,180321,21
18,1803,Chivi RDC,Rural District,180322,22
18,1803,Chivi RDC,Rural District,180323,23
18,1803,Chivi RDC,Rural District,180324,24
18,1803,Chivi RDC,Rural District,180325,25
18,1803,Chivi RDC,Rural District,180326,26
18,1803,Chivi RDC,Rural District,180327,27
18,1803,Chivi RDC,Rural District,180328,28
18,1803,Chivi RDC,Rural District,180329,29
18,1803,Chivi RDC,Rural District,180330,30
18,1803,Chivi RDC,Rural District,180331,31
18,1803,Chivi RDC,Rural District,180332,32
18,1804,Gutu RDC,Rural District,180401,1
18,1804,Gutu RDC,Rural District,180402,2
18,1804,Gutu RDC,Rural District,180403,3
18,1804,Gutu RDC,Rural District,180404,4
18,1804,Gutu RDC,Rural District,180405,5
18,1804,Gutu RDC,Rural District,180406,6
18,1804,Gutu RDC,Rural District,180407,7
18,1804,Gutu RDC,Rural District,180408,8
18,1804,Gutu RDC,Rural District,180409,9
18,1804,Gutu RDC,Rural District,180410,10
18,1804,Gutu RDC,Rural District,180411,11
18,1804,Gutu RDC,Rural District,180412,12
18,1804,Gutu RDC,Rural District,180413,13
18,1804,Gutu RDC,Rural District,180414,14
18,1804,Gutu RDC,Rural District,180415,15
18,1804,Gutu RDC,Rural District,180416,16
18,1804,Gutu RDC,Rural District,180417,17
18,1804,Gutu RDC,Rural District,180418,18
18,1804,Gutu RDC,Rural District,180419,19
18,1804,Gutu RDC,Rural District,180420,20
18,1804,Gutu RDC,Rural District,180421,21
18,1804,Gutu RDC,Rural District,180422,22
18,1804,Gutu RDC,Rural District,180423,23
18,1804,Gutu RDC,Rural District,180424,24
18,1804,Gutu RDC,Rural District,180425,25
18,1804,Gutu RDC,Rural District,180426,26
18,1804,Gutu RDC,Rural District,180427,27
18,1804,Gutu RDC,Rural District,180428,28
18,1804,Gutu RDC,Rural District,180429,29
18,1804,Gutu RDC,Rural District,180430,30
18,1804,Gutu RDC,Rural District,180431,31
18,1804,Gutu RDC,Rural District,180432,32
18,1804,Gutu RDC,Rural District,180433,33
18,1804,Gutu RDC,Rural District,180434,34
18,1804,Gutu RDC,Rural District,180435,35
18,1804,Gutu RDC,Rural District,180436,36
18,1804,Gutu RDC,Rural District,180437,37
18,1804,Gutu RDC,Rural District,180438,38
